HOUR_,open,high,low,close,op_bought,op_sold,eth_bought,eth_sold,op_fees,eth_fees,trade_count,vwap
2026-01-06 15:00:00,9862.945033637265,9976.959113595889,9862.945033637265,9976.959113595889,0.03030696848431326,10037.353436430321,1.0091075484768264,3.05970532352e-06,30.112060309290968,9.17911597056e-09,23,9920.086690202335
2026-01-06 16:00:00,9976.959146206485,10091.852987802667,9976.959146141415,10083.590776743295,3373.7737034280944,12109.867274238863,1.2029870947376022,0.33668479860356176,36.32960182271659,0.0010100543958106853,41,10041.508218638844
2026-01-06 17:00:00,10078.991169207622,10130.428476935665,10070.965272369194,10130.428476935665,4568.534928867838,8829.831406437694,0.8718309453595758,0.4541913787313484,26.489494219313084,0.001362574136194045,25,10099.505376754332
2026-01-06 18:00:00,10130.428507237524,10130.428507237524,10103.162492236968,10103.162492236968,2454.3353151119786,0.0027260273972592,2.68285721299e-07,0.24333090170680952,8.1780821917776e-06,0.0007299927051204286,8,10114.778816657685
2026-01-06 19:00:00,10099.560888976475,10104.297262144966,10087.478483883637,10104.297262144966,1420.9754877755652,1528.3281377359106,0.15092715975869017,0.14117943785863218,4.5849844132077315,0.0004235383135758966,5,10098.989418069521
2026-01-06 20:00:00,10104.297292156549,10104.297292156549,10016.21586631919,10016.21586631919,7819.48143547435,0.03420458783349636,3.391629550645e-06,0.7795657624812765,0.00010261376350048906,0.0023386972874438294,25,10058.581744706806
2026-01-06 21:00:00,10012.5955488866,10012.5955488866,9894.886500551362,9913.114383438598,12520.343968422723,3629.110956750619,0.36489723185785966,1.2620645233119911,10.887332870251859,0.0037861935699359736,42,9940.79119655175
2026-01-06 22:00:00,9909.577334993932,9939.878772858949,9905.596177722724,9939.878772858949,651.0262982308085,3018.5044674775518,0.3032828419223872,0.06589584110043514,9.055513402432656,0.00019768752330130544,9,9924.20909095845
2026-01-06 23:00:00,9945.00556464818,9945.00556464818,9945.00556464818,9945.00556464818,0.0,473.2921716916211,0.04746040287193189,0.0,1.4198765150748633,0.0,1,9945.00556464818
2026-01-07 00:00:00,9945.005594030885,10006.72936978809,9945.005593972444,10006.72936978809,5.405735126471e-06,5717.473540895906,0.5714138515323407,5.451984e-10,17.152420622687718,1.6355952000000003e-12,17,9978.04967212598
2026-01-07 01:00:00,10010.097804883644,10038.120935169472,10010.097804883644,10038.120935169472,0.0,2900.850484628949,0.28856802762139877,0.0,8.702551453886846,0.0,9,10024.370040737458
2026-01-07 02:00:00,10038.120964692132,10044.292851762375,10038.120964692132,10044.292851762375,0.0,569.8073638733972,0.05657666201263818,0.0,1.7094220916201917,0.0,2,10044.292822226245
2026-01-07 03:00:00,10058.877296256956,10075.702136736852,10058.877296256956,10075.702136736852,0.0,2879.732983634494,0.28539808506123454,0.0,8.63919895090348,0.0,2,10067.861921582708
2026-01-07 04:00:00,10075.702166552568,10075.702166552568,10075.702166492487,10075.702166492487,5.476776921903e-06,0.0027260273972592,2.69742919566e-07,5.451984e-10,8.1780821917776e-06,1.6355952000000003e-12,2,10075.702166552448
2026-01-07 05:00:00,10072.220672219599,10072.220672219599,10019.653927875484,10019.653927875484,5136.685533090893,0.0,0.0,0.5127733790081695,0.0,0.0015383201370245086,13,10045.360991686317
2026-01-07 06:00:00,10019.653957506758,10023.598512222447,10019.623756482171,10023.598512222447,2.770110517476285,365.63790085513136,0.03637548792946989,0.0002773,1.096913702565394,8.319e-07,8,10022.466948093877
2026-01-07 07:00:00,10009.950461257296,10009.950461257296,9891.8508643561,9891.8508643561,11939.87460000403,0.0,0.0,1.2025933320567135,0.0,0.0036077799961701405,29,9955.55191488539
2026-01-07 08:00:00,9886.521067387452,9886.521067387452,9833.72446954319,9833.72446954319,5241.243493654745,327.65083123272643,0.03312298210950383,0.5330035353606491,0.9829524936981793,0.0015990106060819473,17,9860.953739698043
2026-01-07 09:00:00,9829.918728782492,9844.145095325488,9812.83475560887,9844.145095325488,1797.80822414188,2844.549464892631,0.28855880377527765,0.18357163454025058,8.533648394677893,0.0005507149036207518,13,9826.609553544768
2026-01-07 10:00:00,9844.145125889328,9881.204278075815,9844.145125889328,9881.202864419107,0.1312412629510993,3335.897120507212,0.33721534323423535,1.3321876279175e-05,10.007691361521635,3.9965628837525e-08,10,9865.163432844032
2026-01-07 11:00:00,9892.149723585033,10117.283393763402,9760.416330897466,9919.271960016304,33614.6195757693,37257.344529816284,3.7428676324373837,3.396402831450431,111.77203358944884,0.010189208494351292,19,9942.337066974544
2026-01-07 12:00:00,9919.271989472834,9971.609185859557,9849.17275550449,9971.609185859557,6391.883011045014,11248.289655257573,1.1315721568347752,0.6486044554179204,33.74486896577272,0.0019458133662537615,31,9895.133468943588
2026-01-07 13:00:00,9975.142998561976,10011.801198704714,9975.142998561976,10011.801198704714,0.0,3705.7897531385,0.3697747331189097,0.0,11.1173692594155,0.0,8,9994.313068983798
2026-01-07 14:00:00,10015.283894163504,10093.704631270353,10008.44677988444,10008.44677988444,7801.047268005303,7515.543353327674,0.7453763408676336,0.7784856974031545,22.54663005998302,0.0023354570922094636,43,10051.874606227904
2026-01-07 15:00:00,10008.479346729384,10049.05065458877,10008.479346729384,10049.05065458877,0.03180892894580507,3736.709262701475,0.37148268833838116,3.17634892288e-06,11.210127788104426,9.52904676864e-09,11,10031.295059859909
2026-01-07 16:00:00,10049.050684234195,10049.050684234195,9985.127402403383,9985.127402403383,7113.911789231146,1247.8250755187528,0.12397942542320485,0.712100368148268,3.7434752265562588,0.002136301104444804,26,10020.914422756672
2026-01-07 17:00:00,9979.789336218399,9979.789336218399,9943.935724899975,9943.935724899975,3792.9163002739074,0.0,0.0,0.3817878833712611,0.0,0.0011453636501137835,11,9962.602351519634
2026-01-07 18:00:00,9943.93575438575,9943.93575438575,9906.451221003808,9906.451221003808,3468.8785794706428,0.0027260273972592,2.73317264534e-07,0.3505552746001199,8.1780821917776e-06,0.0010516658238003598,11,9923.263341870328
2026-01-07 19:00:00,9902.769670996791,9913.676687167488,9891.470338802543,9891.470338802543,2401.69596589383,1014.6458618093318,0.10209722360596979,0.24325531030179212,3.043937585427995,0.0007297659309053764,10,9903.666179303753
2026-01-07 20:00:00,9891.470368081407,9902.705542299587,9891.470368023485,9902.705542299587,5.376635368941e-06,1045.7639179252646,0.10534682528735712,5.451984e-10,3.137291753775794,1.6355952000000003e-12,5,9899.465648476938
2026-01-07 21:00:00,9902.836989611817,9955.438582056511,9902.836989611817,9955.438582056511,0.0,4890.984895871136,0.49111771230621176,0.0,14.67295468761341,0.0,13,9931.241129220514
2026-01-07 22:00:00,9955.438611559335,9975.497894097423,9955.438611559335,9975.497894097423,0.0,1852.5249608549418,0.1853368328779959,0.0,5.5575748825648255,0.0,5,9968.072108766577
2026-01-07 23:00:00,9979.681068584137,9991.372065265128,9979.681068584137,9991.372065265128,0.0,1464.6974655077565,0.1462726844605362,0.0,4.394092396523269,0.0,3,9986.141593918488
2026-01-08 00:00:00,9991.372094821147,9991.372094821147,9991.372094762086,9991.372094762086,5.430938231652e-06,0.0027260273972592,2.72019627864e-07,5.451984e-10,8.1780821917776e-06,1.6355952000000003e-12,2,9991.372094821028
2026-01-08 01:00:00,9986.262981293396,9986.262981293396,9986.262981293396,9986.262981293396,469.8730145674581,0.0,0.0,0.04718144953702568,0.0,0.00014154434861107706,1,9986.262981293396
2026-01-08 02:00:00,9986.263010841858,9986.263010841858,9986.263010841858,9986.263010841858,0.0,0.0027260273972592,2.72158796152e-07,0.0,8.1780821917776e-06,0.0,1,9986.263010841858
2026-01-08 03:00:00,9982.538528070205,10005.209436290907,9982.538528070205,10005.209436290907,342.6075751518179,2090.561299168411,0.20855686608061366,0.03441753837167317,6.271683897505233,0.00010325261511501951,6,9994.545819944764
2026-01-08 04:00:00,10005.20946587159,10005.253175346596,9991.714145126418,9991.714145126418,1244.377186106667,4.030802427900225,0.000401660880973418,0.1248311125646589,0.012092407283700674,0.00037449333769397667,6,9996.203084694222
2026-01-08 05:00:00,9987.254898411262,9987.254898411262,9928.350963174114,9934.696390893772,5837.357846781439,587.0381640416637,0.058931247454798136,0.5878451627619768,1.761114492124991,0.0017635354882859307,16,9955.426915452706
2026-01-08 06:00:00,9934.69642036337,10004.060133213054,9934.69642036337,10004.060133213054,0.0,6405.038234263817,0.6405476897817198,0.0,19.21511470279145,0.0,18,9971.754251680324
2026-01-08 07:00:00,10009.395904925026,10013.057745410164,9960.612227696214,9960.612227696214,4823.9023837457025,829.1117682602213,0.08259176185863755,0.4844812952490396,2.487335304780664,0.0014534438857471187,13,9987.995712630167
2026-01-08 08:00:00,9956.988304096296,9956.988304096296,9939.073278143745,9946.583963472034,1984.931578279902,694.4797973059626,0.06963776930119349,0.20009416300509048,2.0834393919178877,0.0006002824890152714,10,9947.000717815936
2026-01-08 09:00:00,9946.794828977265,10021.393514975289,9946.794828977265,10021.393514975289,0.0,6902.634081560021,0.689301193228904,0.0,20.707902244680064,0.0,16,9986.616372881768
2026-01-08 10:00:00,10024.9686006617,10061.365653321642,10024.9686006617,10033.301452282642,2578.0307208054696,3682.051950424901,0.3655892732696784,0.2573619184225534,11.046155851274703,0.0007720857552676601,17,10044.07791809365
2026-01-08 11:00:00,10037.542734222103,10096.47980572175,10037.542734222103,10096.47980572175,0.0,5791.975047082639,0.5737409734728807,0.0,17.37592514124792,0.0,18,10066.948288730813
2026-01-08 12:00:00,10096.479835533157,10109.452973745429,10096.47983547296,10109.452973745429,5.488070889915e-06,1185.9171443926348,0.11703093834535248,5.451984e-10,3.5577514331779043,1.6355952000000003e-12,5,10105.203224114355
2026-01-08 13:00:00,10113.154848589478,10113.154848589478,10100.293167144586,10105.229826538402,1171.5759213869696,789.1339453670525,0.07784822499261507,0.1162692984838639,2.3674018361011577,0.0003488078954515917,5,10106.183635745318
2026-01-08 14:00:00,10105.229856362725,10105.26003218596,9647.631432165157,9764.677975628076,55608.6584282888,21977.526952916585,2.251763463266383,5.664565420031884,65.93258085874976,0.01699369626009565,59,9799.680881103865
2026-01-08 15:00:00,9773.117982314026,9860.423787279344,9722.745460970285,9735.11714855514,27808.956271847666,23490.944944049297,2.3899989016260235,2.8488718594374185,70.4728348321479,0.008546615578312256,91,9795.63291922189
2026-01-08 16:00:00,9740.650969165366,9850.081652291135,9740.650969165366,9850.081652291135,5.304537342302e-06,9308.143696988549,0.9475868239132373,5.451984e-10,27.92443109096565,1.6355952000000003e-12,25,9796.137383739739
2026-01-08 17:00:00,9845.786475514586,9847.680030825868,9808.133282360262,9847.680030825868,3457.87943136742,3269.9185843855707,0.33172022830537035,0.35285932175117013,9.809755753156713,0.0010585779652535104,16,9829.804566013541
2026-01-08 18:00:00,9847.68006382798,9890.517712433728,9847.68006382798,9890.517712433728,0.0,3607.533239117153,0.3644331230375472,0.0,10.822599717351459,0.0,11,9871.503282449854
2026-01-08 19:00:00,9889.068983194482,9889.068983194482,9889.068983194482,9889.068983194482,125.0,0.0,0.0,0.012677325431594104,0.0,3.803197629478231e-05,1,9889.068983194482
2026-01-08 20:00:00,9894.557572826918,9918.506115429076,9894.557572826918,9909.166203629733,804.8933088160427,2545.7526190054955,0.2562775252833206,0.0814331940900861,7.637257857016486,0.00024429958227025834,8,9907.359362563398
2026-01-08 21:00:00,9905.395853793674,9905.395853793674,9886.177262903198,9886.177262903198,1982.7543279084969,0.0,0.0,0.20092824697111386,0.0,0.0006027847409133416,6,9895.620178357804
2026-01-08 22:00:00,9881.573784892515,9881.573816378845,9848.080659619256,9853.995892095483,3189.1881126880235,488.53925222409856,0.049443889505024874,0.32417955086916433,1.4656177566722957,0.000972538652607493,11,9863.057527232693
2026-01-08 23:00:00,9858.520199103848,9868.389768614541,9858.520199103848,9868.389768614541,0.0,1188.171953254845,0.12012824140660272,0.0,3.564515859764535,0.0,3,9863.665058227369
2026-01-09 00:00:00,9868.389801650515,9868.389801650515,9868.389801585314,9868.389801585314,5.364089631532e-06,0.0027260273972592,2.75409603212e-07,5.451984e-10,8.1780821917776e-06,1.6355952000000003e-12,2,9868.389801650386
2026-01-09 01:00:00,9872.81333341029,9893.491192733552,9872.81333341029,9893.491192733552,0.0,2155.143239030441,0.21745506132148634,0.0,6.465429717091323,0.0,5,9883.839690940173
2026-01-09 02:00:00,9893.491224255358,9902.322020919471,9893.491224255358,9902.322020919471,0.0,763.9498692411347,0.07695143283061759,0.0,2.291849607723404,0.0,4,9899.818166907384
2026-01-09 03:00:00,9898.617268970227,9898.617268970227,9839.907592567486,9839.907592567486,5313.988783143713,0.0,0.0,0.5399538097411439,0.0,0.0016198614292234318,15,9868.902118577344
2026-01-09 04:00:00,9836.222414590595,9836.222414590595,9825.61183453153,9825.611865861289,1236.5781171331846,0.002724512937594056,2.7645498725e-07,0.12613949471259203,8.173538812782168e-06,0.00037841848413777614,5,9830.307272768476
2026-01-09 05:00:00,9825.634919587399,9865.504935594696,9825.634919587399,9865.504935594696,0.0,3457.3745125086143,0.3501080713461807,0.0,10.372123537525844,0.0,11,9847.54415593864
2026-01-09 06:00:00,9870.116613657527,9882.115362782526,9870.116613657527,9882.115362782526,0.0,1437.4984246373265,0.14515029301809532,0.0,4.312495273911979,0.0,5,9876.398258636324
2026-01-09 07:00:00,9877.680597047349,9877.680597047349,9862.855996232907,9862.855996232907,1661.8540355236896,0.0,0.0,0.1688384715228448,0.0,0.0005065154145685345,5,9870.47067814643
2026-01-09 08:00:00,9862.85602771493,9862.85602771493,9850.651639183914,9859.240671104979,1053.9334110985303,744.0251462244371,0.07527115088813044,0.10724676153167778,2.232075438673311,0.00032174028459503335,11,9855.85638420569
2026-01-09 09:00:00,9857.419477614158,9857.419477614158,9802.041843202469,9802.041843202469,5607.168482817028,0.0,0.0,0.5722515026444952,0.0,0.0017167545079334854,15,9825.508967568148
2026-01-09 10:00:00,9802.041862202272,9868.943907220222,9802.041862202272,9837.645521967712,2703.4234188089777,6464.1908771733615,0.6554518290484896,0.2751933836862197,19.392572631520085,0.0008255801510586592,17,9843.411571137523
2026-01-09 11:00:00,9833.887163032536,9833.887163032536,9810.296103724046,9810.296103724046,2561.1018608406584,0.0,0.0,0.26150820626909355,0.0,0.0007845246188072807,7,9820.988535694449
2026-01-09 12:00:00,9810.2961227313,9858.515501557324,9810.296122694006,9858.515501557324,2.420899214370434,4379.800423770073,0.4440652517912437,0.000246805548014299,13.139401271310222,7.40416644042897e-07,15,9835.45619334497
2026-01-09 13:00:00,9852.960781766702,9852.960781766702,9822.062161501015,9822.062161501015,3153.9566415487234,0.0,0.0,0.3214798163853333,0.0,0.0009644394491559999,11,9838.22123817305
2026-01-09 14:00:00,9822.062192915446,9868.18481232667,9822.062192915446,9868.18481232667,0.0,4026.467932905068,0.40775034674566357,0.0,12.079403798715205,0.0,13,9847.688941606548
2026-01-09 15:00:00,9872.037345189598,9890.867526100315,9778.054981509058,9783.047106949934,12017.69463970897,2741.2206172377637,0.2773754562327777,1.2264990875615616,8.223661851713292,0.0036794972626846847,37,9831.048255928323
2026-01-09 16:00:00,9778.245570154004,9778.245570154004,9707.543998409437,9753.800261379363,6764.191620751494,4156.824593402597,0.42577953744314273,0.6960605430432865,12.470473780207792,0.0020881816291298595,34,9741.352231007017
2026-01-09 17:00:00,9758.27254926139,9787.562884275341,9749.68424499102,9749.68424499102,3352.7601062518193,3035.1794343841198,0.30970776969304,0.3442407845034297,9.10553830315236,0.001032722353510289,18,9769.606326030214
2026-01-09 18:00:00,9749.684279230396,9787.224404957135,9749.684279230396,9785.327241012947,170.6591695972273,3332.310908726311,0.3400973126121212,0.017491095853061033,9.996932726178933,5.24732875591831e-05,11,9771.655984965586
2026-01-09 19:00:00,9791.412356809611,9850.329944224244,9791.412356809611,9839.738920390042,946.2414763781126,5842.915659991229,0.5933528924917943,0.0964027994445175,17.52874697997369,0.0002892083983335525,9,9827.594680044434
2026-01-09 20:00:00,9839.738950802011,9839.738950802011,9791.987905984734,9791.987905984734,5467.60368544075,0.0027260273972592,2.76211526835e-07,0.5588563594988449,8.1780821917776e-06,0.001676569078496535,20,9811.322373099074
2026-01-09 21:00:00,9793.665420166719,9793.665420166719,9786.19759933795,9786.19759933795,1079.297298252173,243.13866511415887,0.024753756841421663,0.11057738358138205,0.7294159953424766,0.00033173215074414617,4,9789.591082788349
2026-01-09 22:00:00,9786.197618139571,9786.197618139571,9751.7862793033,9751.7862793033,4943.575233530941,0.0027260273972592,2.77722709445e-07,0.5075653809509179,8.1780821917776e-06,0.0015226961428527535,11,9767.157072408241
2026-01-09 23:00:00,9755.053433748943,9789.863240942359,9755.053433748943,9789.863240942359,0.0,5489.875584775775,0.5601731595336115,0.0,16.469626754327326,0.0,14,9772.443047413515
2026-01-10 00:00:00,9789.863270987826,9819.302586623317,9789.863270929,9819.302586623317,5.321405530338e-06,2660.96337379561,0.2705862928854119,5.451984e-10,7.982890121386831,1.6355952000000003e-12,9,9807.18108341599
2026-01-10 01:00:00,9815.347516408756,9815.347516408756,9815.347516408756,9815.347516408756,355.93390880750263,0.0,0.0,0.03636478663461424,0.0,0.00010909435990384273,1,9815.347516408756
2026-01-10 02:00:00,9815.347546605943,9831.26271900073,9815.347546605943,9831.26271900073,0.0,1436.1505899513875,0.14575976118286704,0.0,4.3084517698541624,0.0,4,9825.9717883235
2026-01-10 03:00:00,9837.669555922686,9854.67107689907,9837.669555922686,9848.296436427696,572.6860808668306,2110.20478867071,0.2137440553738476,0.058306885850387194,6.330614366012131,0.00017492065755116156,6,9846.728428029572
2026-01-10 04:00:00,9847.597106810095,9851.296082335923,9847.145731252009,9847.145731252009,435.7405874478903,333.3436164206089,0.03374236189215425,0.04437507388853973,1.0000308492618266,0.00013312522166561918,5,9848.975417925236
2026-01-10 06:00:00,9847.145761506472,9877.110241853912,9842.527819904433,9842.527819904433,3105.7402509061512,2698.80104029608,0.27283236901407076,0.3159378775488115,8.09640312088824,0.0009478136326464344,19,9860.955307913342
2026-01-10 07:00:00,9837.45879602487,9837.45879602487,9759.395496814343,9759.395496814343,10399.015622797808,0.0,0.0,1.0646584697496446,0.0,0.003193975409248934,21,9794.512039398754
2026-01-10 08:00:00,9759.395526539636,9759.395526539636,9707.759640894306,9707.759640894306,4233.588623981289,0.002725270167426628,2.78408058539e-07,0.43624582755717445,8.175810502279883e-06,0.0013087374826715233,12,9731.127004181435
2026-01-10 09:00:00,9703.861882789099,9703.861882789099,9655.797137945794,9655.797137945794,4081.845756018605,0.0,0.0,0.422862474819885,0.0,0.001268587424459655,12,9678.897229394417
2026-01-10 10:00:00,9655.797172828725,9669.759129165992,9642.85321878523,9642.85321878523,2106.1390401130843,1100.597226022224,0.11355931139868704,0.21876632392193196,3.3017916780666723,0.0006562989717657958,11,9657.73582254504
2026-01-10 11:00:00,9637.587243209955,9637.587243209955,9626.116142289928,9626.116142289928,1237.3459404688645,0.0,0.0,0.12881424375907274,0.0,0.0003864427312772182,5,9632.203066499456
2026-01-10 12:00:00,9619.467914125284,9619.467914125284,9471.75817366881,9471.759456123897,9434.98491665602,0.07700579651990679,8.101859416243e-06,0.9907611820101316,0.00023101738955972034,0.002972283546030395,26,9546.69671669554
2026-01-10 13:00:00,9478.1311378797,9552.559030052571,9478.1311378797,9552.559030052571,0.0,4982.567734135553,0.5221219589433901,0.0,14.947703202406661,0.0,16,9517.059214091705
2026-01-10 14:00:00,9553.426356313803,9645.46131683227,9553.426356313803,9586.032110760863,4038.733698863818,6400.4419581587945,0.6647990740262034,0.42126605833918385,19.201325874476385,0.0012637981750175517,31,9605.788244390216
2026-01-10 15:00:00,9580.517924937507,9587.936673937289,9546.339780217435,9587.936673937289,2791.6473573368885,2928.758607739156,0.3052136282066068,0.29270639755319877,8.78627582321747,0.0008781191926595964,13,9569.270058617933
2026-01-10 16:00:00,9593.333026779312,9652.022492224796,9593.333026779312,9652.022492224796,5.220639516699e-06,4386.824004550176,0.4546291619610654,5.451984e-10,13.160472013650526,1.6355952000000003e-12,16,9622.949696904501
2026-01-10 17:00:00,9651.734999562246,9660.898349030716,9651.734999562246,9660.898349030716,19.93004484169442,637.00199626064,0.0657694940194019,0.002071100913599371,1.91100598878192,6.213302740798112e-06,3,9658.397048486466
2026-01-10 18:00:00,9660.898388243353,9693.342539505431,9660.898388243353,9671.533282505952,1509.5100826799764,2252.9746383931033,0.23211645276763843,0.15637107240123516,6.75892391517931,0.0004691132172037055,12,9679.971773299265
2026-01-10 19:00:00,9668.34303220575,9668.34303220575,9569.083568279775,9569.083568279775,6710.400605548731,0.0,0.0,0.6995742190067262,0.0,0.0020987226570201786,19,9618.15099474689
2026-01-10 20:00:00,9569.083609340167,9569.083609340167,9569.083609261586,9569.083609261586,5.201397918382e-06,0.0027260273972592,2.84023991413e-07,5.451984e-10,8.1780821917776e-06,1.6355952000000003e-12,2,9569.083609340016
2026-01-10 21:00:00,9573.822941859005,9627.760030172063,9573.822941859005,9627.760030172063,0.0,4062.1172816151898,0.42192795444467707,0.0,12.18635184484557,0.0,15,9600.914310322938
2026-01-10 22:00:00,9627.760069184415,9709.460819380813,9627.760069184415,9709.460819380813,0.0,6201.128528638919,0.6394046025644464,0.0,18.603385585916758,0.0,22,9671.834659965514
2026-01-10 23:00:00,9710.492678420205,9710.492678420205,9710.492678420205,9710.492678420205,0.0,82.19793838477051,0.008439911526521323,0.0,0.24659381515431153,0.0,1,9710.492678420205
2026-01-11 00:00:00,9710.49271264188,9719.465072505105,9710.492712575418,9719.465072505105,5.278262647087e-06,714.557216926532,0.07333146374984356,5.451984e-10,2.143671650779596,1.6355952000000003e-12,5,9717.086835645789
2026-01-11 01:00:00,9715.279423474789,9715.279423474789,9710.084372530613,9710.10516948874,744.1634204767539,1.6551690295255803,0.000169947210748629,0.07683170600194653,0.004965507088576741,0.00023049511800583958,5,9712.44068173727
2026-01-11 02:00:00,9710.105203740895,9710.105203740895,9704.714918324205,9704.714918324205,427.7691935236153,0.0027260273972592,2.79899060085e-07,0.04419885185134739,8.1780821917776e-06,0.00013259655555404216,3,9705.082421059204
2026-01-11 03:00:00,9713.163207382535,9713.163207382535,9713.163207382535,9713.163207382535,0.0,672.4146329596,0.06904950666302669,0.0,2.0172438988788,0.0,1,9713.163207382535
2026-01-11 04:00:00,9713.163241668632,9726.995946683597,9685.507347750105,9685.507347750105,3252.511540668014,1100.341720265512,0.1128633736108704,0.33609709290859435,3.301025160796536,0.001008291278725783,15,9708.428796243352
2026-01-11 05:00:00,9681.018217252918,9681.018217252918,9676.22662361867,9676.238431677513,704.180120715683,0.8988541199601751,9.2614305726929e-05,0.07295824846609585,0.002696562359880525,0.00021887474539828753,3,9678.540557581347
2026-01-11 06:00:00,9676.238467190842,9710.28482120928,9676.238467190842,9710.28482120928,0.0,2657.841244544476,0.27336725789226374,0.0,7.973523733633428,0.0,8,9695.895007721409
2026-01-11 07:00:00,9708.699017691146,9708.699017691146,9660.692464078502,9660.692464078502,3839.1583116734773,0.0,0.0,0.39756715915923013,0.0,0.0011927014774776904,13,9683.41241481419
2026-01-11 08:00:00,9660.692499602143,9666.065264377248,9660.692499533525,9666.065264377248,5.251193103646e-06,412.3573126433248,0.042544151726787,5.451984e-10,1.2370719379299744,1.6355952000000003e-12,4,9665.280829195272
2026-01-11 09:00:00,9666.990870019363,9672.519319748837,9666.990870019363,9672.519319748837,0.0,495.191115883301,0.05105912150736468,0.0,1.485573347649903,0.0,2,9671.726119393556
2026-01-11 10:00:00,9672.519355283983,9684.036116670168,9672.519355283983,9684.036116670168,0.0,883.2316340660661,0.09098541296986659,0.0,2.649694902198198,0.0,4,9680.499073330198
2026-01-11 11:00:00,9694.61336524945,9694.61336524945,9694.61336524945,9694.61336524945,0.0,810.7144216989383,0.0834198894602414,0.0,2.432143265096815,0.0,1,9694.61336524945
2026-01-11 12:00:00,9694.613400815277,9694.613400815277,9650.203367984317,9650.203367984317,3396.6527790623313,0.002725270167426628,2.80268459357e-07,0.35222689546105684,8.175810502279883e-06,0.0010566806863831705,12,9669.92045978882
2026-01-11 13:00:00,9654.708395251713,9681.057758937275,9654.708395251713,9681.057758937275,0.0,2367.7941759007426,0.24423588143629626,0.0,7.103382527702228,0.0,8,9667.881165408584
2026-01-11 14:00:00,9682.39447740947,9682.422106233093,9682.39447740947,9682.422106233093,0.0,104.61408377775923,0.010772881993482739,0.0,0.31384225133327764,0.0,3,9682.395036132257
2026-01-11 15:00:00,9684.858475050482,9786.198942860347,9684.858475050482,9786.198942860347,0.0,8253.33515922441,0.8453060284672561,0.0,24.760005477673232,0.0,22,9737.060899243412
2026-01-11 16:00:00,9786.198977055683,9786.198977055683,9743.667112906716,9743.667112906716,3385.6287643919404,0.0027260273972592,2.77722671099e-07,0.3477572930266639,8.1780821917776e-06,0.0010432718790799919,11,9761.352902221275
2026-01-11 17:00:00,9739.592638830118,9739.592638830118,9710.711825807472,9710.711825807472,2631.600309410099,0.0,0.0,0.2713551187073661,0.0,0.0008140653561220983,8,9724.882496292974
2026-01-11 18:00:00,9710.71185981402,9755.901489173113,9710.71185981402,9755.901447237311,0.00333823388205293,3618.169091024466,0.37061655265591315,3.43205466878e-07,10.854507273073398,1.029616400634e-09,8,9742.320751441597
2026-01-11 19:00:00,9758.900063343879,9776.322550497247,9758.900063343879,9776.322550497247,0.0,1628.3659699367734,0.1662363076526289,0.0,4.88509790981032,0.0,7,9768.090471681486
2026-01-11 20:00:00,9780.468054503819,9860.324162026694,9780.468054503819,9860.324162026694,0.0315805519500309,6684.4319859913585,0.6787727257308881,3.21854280224e-06,20.053295957974075,9.65562840672e-09,22,9820.806591525423
2026-01-11 21:00:00,9866.210740428422,9898.630179748465,9866.210740428422,9879.325794435508,1676.0390553476159,3202.072813800657,0.3231317708875382,0.16999563607279383,9.606218441401973,0.0005099869082183815,16,9883.858322299531
2026-01-11 22:00:00,9879.32582572404,9916.273936344227,9879.32582572404,9916.273936344227,0.0,3216.119002320061,0.3239584831193171,0.0,9.648357006960184,0.0,11,9900.028543599446
2026-01-11 23:00:00,9922.058483472934,9939.641222564693,9909.732671983684,9909.732671983684,2620.6055594632885,2059.5361675089575,0.20682361515657485,0.26484075846072236,6.178608502526873,0.0007945222753821671,13,9925.927186392631
2026-01-12 00:00:00,9909.732703319602,9922.691381767314,9856.64351274719,9885.09490297486,7782.277583579932,5661.030314827784,0.5706815669139297,0.7890883004941474,16.983090944483354,0.002367264901482442,37,9892.159553933414
2026-01-12 01:00:00,9881.348505948004,9881.348505948004,9802.85986319251,9814.054952564402,7323.095578978981,1478.8019804690346,0.15031646385038247,0.746342785663812,4.436405941407104,0.002239028356991436,24,9834.445878057377
2026-01-12 02:00:00,9811.57757894534,9811.57757894534,9690.443939091312,9690.443939091312,16465.642194292726,0.002726784627091772,2.77633917352e-07,1.693514499601769,8.180353881275317e-06,0.005080543498805308,39,9750.072677559037
2026-01-12 03:00:00,9688.794887998487,9688.794887998487,9535.147894001091,9648.06619144931,12179.582500210006,7433.862309657003,0.7725363476570997,1.2707667942741032,22.30158692897101,0.0038123003828223097,55,9604.943153024858
2026-01-12 04:00:00,9648.066227775702,9699.410720183985,9648.066227775702,9663.381126146694,2710.1561035625573,3866.1886010505286,0.3984578391126714,0.28077551945311285,11.598565803151587,0.0008423265583593387,20,9677.510643821335
2026-01-12 05:00:00,9656.9600794958,9683.859353054777,9656.9600794958,9683.859353054777,481.78799558355627,2020.2393473091747,0.208282858370194,0.05002372683318504,6.060718041927524,0.00015007118049955513,7,9669.61272778137
2026-01-12 06:00:00,9683.859389306159,9771.159742729711,9683.859389306159,9771.159742729711,0.0,6730.525761584675,0.6898171870144364,0.0,20.191577284754025,0.0,18,9730.905634485844
